Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator
1,Non_cytotoxic,50,15%_FBS,endothelial,skin,14,HDMEC,72,unmodified,not_determined,human,MTS,194.8051948,tetrazolium 
1,Non_cytotoxic,5,15%_FBS,endothelial,skin,14,HDMEC,72,unmodified,not_determined,human,MTS,194.8051948,tetrazolium 
2,Non_cytotoxic,10,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,50,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,100,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,200,10%_FBS,epithelial,lung,60,A549,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,10,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,50,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,100,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,200,10%_FBS,epithelial,lung,100,A549,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,10,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,50,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,100,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,200,10%_FBS,monocyte,blood,60,THP-1,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,10,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,50,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,100,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,200,10%_FBS,monocyte,blood,100,THP-1,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,10,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,50,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,100,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,200,10%_FBS,monocyte_macrophage,blood,60,Mono_Mac_6,24,unmodified,not_determined,human,LDH,45.45454545,LDH
2,Non_cytotoxic,10,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,50,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,100,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH
2,Non_cytotoxic,200,10%_FBS,monocyte_macrophage,blood,100,Mono_Mac_6,24,unmodified,not_determined,human,LDH,27.27272727,LDH
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,70,HEp-2,24,unmodified,not_determined,human,trypan_blue,38.96103896,dead_cell
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,70,HEp-2,48,unmodified,not_determined,human,trypan_blue,38.96103896,dead_cell
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,500,HEp-2,24,unmodified,not_determined,human,trypan_blue,5.454545455,dead_cell
3,Non_cytotoxic,25,10%_FBS,epithelial,cervix,500,HEp-2,48,unmodified,not_determined,human,trypan_blue,5.454545455,dead_cell
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,15,A549,24,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Non_cytotoxic,50,10%_FBS,epithelial,lung,15,A549,24,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Non_cytotoxic,100,10%_FBS,epithelial,lung,15,A549,24,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,15,A549,48,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Non_cytotoxic,50,10%_FBS,epithelial,lung,15,A549,48,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Cytotoxic,100,10%_FBS,epithelial,lung,15,A549,48,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,15,A549,72,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Cytotoxic,50,10%_FBS,epithelial,lung,15,A549,72,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Cytotoxic,100,10%_FBS,epithelial,lung,15,A549,72,unmodified,greater_500,human,sulforhodamine_b ,268.01,cell_mass
4,Non_cytotoxic,10,10%_FBS,epithelial,lung,46,A549,48,unmodified,greater_500,human,sulforhodamine_b ,52.48,cell_mass
4,Non_cytotoxic,50,10%_FBS,epithelial,lung,46,A549,48,unmodified,greater_500,human,sulforhodamine_b ,52.48,cell_mass
4,Non_cytotoxic,100,10%_FBS,epithelial,lung,46,A549,48,unmodified,greater_500,human,sulforhodamine_b ,52.48,cell_mass
5,Non_cytotoxic,21,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Cytotoxic,667,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Cytotoxic,667,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Cytotoxic,667,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,42,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,83,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,167,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,333,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Cytotoxic,667,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,42,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,83,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,167,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,333,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,667,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,42,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,83,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,167,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,333,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,667,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,MTT,126.3796445,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Cytotoxic,667,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Cytotoxic,667,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Cytotoxic,667,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,42,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,83,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,167,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,333,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Cytotoxic,667,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,42,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,83,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,167,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,333,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,667,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,42,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,83,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,167,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,333,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,667,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,MTT,34.00165475,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,42,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,83,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,167,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,333,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,667,serum_free,fibroblast,skin,21.58,CCD-966sk,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,21,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,42,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,83,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,167,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,333,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,667,serum_free,fibroblast,skin,21.58,WS1,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,21,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,42,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,83,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,167,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,333,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,667,serum_free,fibroblast,lung,21.58,MRC-5,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,21,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,42,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,83,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,167,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,333,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,667,serum_free,epithelial,lung,21.58,A549,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,21,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,42,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,83,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,167,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,333,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,667,serum_free,epithelial,gastric,21.58,MKN-28,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,21,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,42,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,83,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,167,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,333,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,667,serum_free,epithelial,colon,21.58,HT-29,48,unmodified,not_determined,human,LDH,126.3796445,LDH
5,Non_cytotoxic,21,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,42,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,83,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,167,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,333,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,667,serum_free,fibroblast,skin,80.21,CCD-966sk,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,21,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,42,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,83,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,167,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,333,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,667,serum_free,fibroblast,skin,80.21,WS1,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,21,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,42,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,83,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,167,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,333,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,667,serum_free,fibroblast,lung,80.21,MRC-5,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,21,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,42,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,83,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,167,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,333,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,667,serum_free,epithelial,lung,80.21,A549,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,21,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,42,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,83,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,167,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,333,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,667,serum_free,epithelial,gastric,80.21,MKN-28,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,21,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,42,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,83,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,167,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,333,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,667,serum_free,epithelial,colon,80.21,HT-29,48,unmodified,not_determined,human,LDH,34.00165475,LDH
5,Non_cytotoxic,21,serum_free,fibroblast,skin,15.2,CCD-966sk,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,skin,15.2,CCD-966sk,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,skin,15.2,CCD-966sk,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,skin,15.2,CCD-966sk,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,skin,15.2,CCD-966sk,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,667,serum_free,fibroblast,skin,15.2,CCD-966sk,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,skin,15.2,WS1,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,skin,15.2,WS1,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,skin,15.2,WS1,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,skin,15.2,WS1,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,skin,15.2,WS1,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,667,serum_free,fibroblast,skin,15.2,WS1,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,21,serum_free,fibroblast,lung,15.2,MRC-5,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,42,serum_free,fibroblast,lung,15.2,MRC-5,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,83,serum_free,fibroblast,lung,15.2,MRC-5,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,167,serum_free,fibroblast,lung,15.2,MRC-5,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,333,serum_free,fibroblast,lung,15.2,MRC-5,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,667,serum_free,fibroblast,lung,15.2,MRC-5,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
5,Non_cytotoxic,21,serum_free,epithelial,lung,15.2,A549,48,chitosan,not_determined,human,MTT,179.4258373,tetrazolium 
