Publication_id,Cell_viability,Concentration_µg/ml,SiO$_{2}$NP_medium_serum,Cell_morphology,Cell_organ,Primary_size_nm,Cell_id,Exposure_time_h,Surface_modification,Hydrodynamic_size_water_nm,Cell_source,Assay_viability,Surface_area_m2/g,Viability_indicator
73,Non_cytotoxic,200,10%_FBS,fibroblast,liver,15,BRL,24,unmodified,76-100,rat,MTT,181.8181818,tetrazolium 
73,Non_cytotoxic,400,10%_FBS,fibroblast,liver,15,BRL,24,unmodified,76-100,rat,MTT,181.8181818,tetrazolium 
73,Non_cytotoxic,800,10%_FBS,fibroblast,liver,15,BRL,24,unmodified,76-100,rat,MTT,181.8181818,tetrazolium 
74,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
74,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
74,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
74,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
74,Non_cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
75,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,6,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,12,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,MTT,43.98826979,tetrazolium 
75,Non_cytotoxic,25,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
75,Non_cytotoxic,50,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
75,Non_cytotoxic,75,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
75,Non_cytotoxic,100,serum_free,endothelial,umbilical_cord,62,HUVEC,24,unmodified,101-150,human,Annexin_V_Propidium_iodide,43.98826979,live_dead_cell
76,Cytotoxic,500,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,500,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,500,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,500,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,50,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,75,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,100,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,50,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,100,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,300,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,25,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,50,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,100,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,300,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,500,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,1000,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,1,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,25,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,50,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,100,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,300,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,500,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,1000,10%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,1,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,25,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,50,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,100,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,300,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,500,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,1000,10%_FBS,lymphocyte,blood,25,Human_lymphocytes,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,1,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,25,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,50,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,100,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,300,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,500,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Cytotoxic,1000,10%_FBS,epithelial,cervix,25,HeLa,18,unmodified,less_26,human,MTS,109.0909091,tetrazolium 
76,Non_cytotoxic,1,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,10,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,serum_free,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,10,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,0.5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,10,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,2%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,5%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,10%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,20%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,25,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,50,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,40%_FBS,monocyte,blood,25,Human_monocytes,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,10,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,serum_free,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,0.5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,50,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,75,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,100,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,300,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,1000,2%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,1,5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Non_cytotoxic,10,5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
76,Cytotoxic,25,5%_FBS,macrophage,blood,25,Human_macrophages,18,unmodified,less_26,human,Annexin_V_Propidium_iodide,109.0909091,live_dead_cell
